title,pmc_url,pmcid,pmid,pub_year,found_accessions_text,mission_terms_text,organism_terms_text,assay_terms_text,validated_datasets,fallback_osdr_candidates,pubmed_meta
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,PMC12008199,,,,,Arabidopsis thaliana;arabidopsis thaliana;mouse,RNA-seq;transcriptomic;y,[],[],{}
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,PMC8518694,,,,,Arabidopsis thaliana,y,[],[],{}
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,PMC9861679,,2023,,ISS,Arabidopsis thaliana,RNAseq;y,[],[],{}
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,PMC2897429,,,,,,,[],[],{}
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,PMC4187989,,2014,,,mice,proteomic,[],[],{}
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,PMC8217198,,2021,,,,,[],[],{}
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,PMC6981245,,2019,,Bion-M1;shuttle,Mouse;mice;mouse,y,[],[],{}
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,PMC6981245,,2019,,Bion-M1;shuttle,Mouse;mice;mouse,y,[],[],{}
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,PMC6131065,,2018,,,mice;mouse,y,[],[],{}
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,PMC11233762,,2024,,ISS,;mice;mouse,Microarray;metabolomic;microarray;transcriptomic,[],[],{}
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,PMC6213004,,,,Shuttle;shuttle,,,[],[],{}
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,PMC7171750,,,GLDS-280,ISS;shuttle,,metabolomics,[],[],{}
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,PMC10414970,,,,,Arabidopsis thaliana,y,[],[],{}
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,PMC8450295,,2021,,,;Mouse;mice;mouse,y,[],[],{}
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,PMC8183356,,2021,,,;Drosophila;Mice;Mouse;mice;mouse,y,[],[],{}
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,PMC8932657,,2022,,,;Drosophila;Mice;mice;mouse;zebrafish,transcriptomic;y,[],[],{}
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,PMC10504369,,2023,,ISS;RR14389,;Mice;mice;mouse;s,y,[],[],{}
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,PMC3982735,,2014,,,"Arabidopsis
thaliana",,[],[],{}
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,PMC4682325,,2015,,,,,[],[],{}
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,PMC10264680,,2023,,,;Arabidopsis thaliana;arabidopsis thaliana;mouse,Proteomic;Proteomics;microarray;proteomic;proteomics;y,[],[],{}
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,PMC7358545,,2020,,,Arabidopsis thaliana,y,[],[],{}
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,PMC9108708,,2022,,,mouse,Transcriptomic;proteomics,[],[],{}
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,PMC7555797,,2020,,,,Proteomics;RNA-seq;RNAseq;metabolomics;microarray;proteomic;y,[],[],{}
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,PMC3545801,,,,,,,[],[],{}
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,PMC3869332,,2013,,,,,[],[],{}
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,PMC4135744,,2014,,,,Microarray,[],[],{}
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,PMC3911009,,2014,,,,,[],[],{}
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,PMC4923109,,2016,,ISS;Shuttle;SpaceX-3,,,[],[],{}
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,PMC11673879,,,,,Arabidopsis thaliana;Saccharomyces Cerevisiae,Transcriptomic;transcriptomic,[],[],{}
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,PMC5648920,,2017,,,,microarray,[],[],{}
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,PMC5817088,,2018,,ISS;SpaceX-3;SpaceX-6,,RNA-seq;y,[],[],{}
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,PMC7825584,,,,,,proteomic;transcriptomic;y,[],[],{}
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,PMC8904044,,2022,,,,,[],[],{}
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,PMC3012082,,,,,mice;mouse,y,[],[],{}
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,PMC11088941,,2020,,,,y,[],[],{}
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,PMC3187170,,2011,,,,microarray,[],[],{}
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,PMC3133089,,2011,,,,,[],[],{}
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,PMC3242767,,,,,,,[],[],{}
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,PMC3067220,,2011,,,,Proteomic;proteomic,[],[],{}
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,PMC3251573,,2012,,,;mouse,y,[],[],{}
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,PMC3647661,,2013,,,mice,y,[],[],{}
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,PMC4085587,,2014,,,,Microarray;microarray;proteomic,[],[],{}
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,PMC4096993,,,,,,,[],[],{}
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,PMC7467030,,2020,,,;Mice;mice;mouse;s,,[],[],{}
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,PMC4427280,,2015,,,;Mouse;mice;mouse,y,[],[],{}
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,PMC5460263,,2017,,,mice;mouse,y,[],[],{}
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,PMC6204695,,,,,,,[],[],{}
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,PMC7943786,,2021,GLDS-323,ISS;Shuttle;shuttle,Arabidopsis thaliana;Drosophila;mice;mouse;s,Microarray;Proteomic;RNA-Seq;RNA-seq;Transcriptomic;proteomic;proteomics;transcriptomic,[],[],{}
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,PMC11888247,,2025,,,;Mice;Mouse;mice;mouse;s,RNA-seq;transcriptomic,[],[],{}
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,PMC3851762,,2013,,Shuttle,;Saccharomyces cerevisiae;mice;mouse,Microarray;Proteomics;microarray;proteomic;transcriptomic;y,[],[],{}
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,PMC8067245,,,,ISS,,microarray;y,[],[],{}
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,PMC8044432,,2021,GLDS-168;GLDS-245;GLDS-251,ISS;RR-1;RR-3;RR-6;Rodent Research;Shuttle,Arabidopsis thaliana;Drosophila;Mus musculus;mouse,RNA-seq;RNAseq;metabolomics;microarray;proteomic;transcriptomic;transcriptomics,[],[],{}
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,PMC9701605,,2022,GLDS-402;GLDS-403;GLDS-404;GLDS-405,ISS;RR-6;RR-9;RR1;Rodent Research;rodent research,Arabidopsis thaliana;Drosophila;Mice;Mouse;Mus musculus;mice;mouse;zebrafish,Proteomic;RNA-seq;RNAseq;Transcriptomic;Transcriptomics;microarray;transcriptomic;transcriptomics;y,[],[],{}
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,PMC11166648,,,OSD-569,ISS;RR13343,mouse,RNA-Seq;RNA-seq;transcriptomic;transcriptomics,[],[],{}
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,PMC11166662,,,,ISS;Shuttle;shuttle,,Metabolomics;RNA-seq;metabolomic;metabolomics;proteomic;proteomics;transcriptomics;y,[],[],{}
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,PMC3838407,,2013,,,,,[],[],{}
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,PMC3748764,,2013,,,,,[],[],{}
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,PMC2925951,,,,RR 1987;shuttle,Arabidopsis thaliana;Drosophila,Microarray;microarray,[],[],{}
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,PMC3350920,,2012,,,Arabidopsis thaliana;Drosophila,y,[],[],{}
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,PMC3422896,,2012,,,;Arabidopsis thaliana;Drosophila;Saccharomyces cerevisiae;mice;mouse,Proteomic;Proteomics;microarray;proteomics;y,[],[],{}
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,PMC11869762,,2025,,,;Mouse;mice;s,Metabolomic;Proteomics;RNA-Seq;metabolomics;proteomic;transcriptomic,[],[],{}
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,PMC10712242,,2023,OSD-522,ISS,Arabidopsis thaliana,Metabolomics;Proteomic;Proteomics;RNA-seq;RNAseq;Transcriptomics;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,PMC6143729,,2018,,ISS;RR1330,Saccharomyces cerevisiae;mouse,Proteomic;Proteomics;RNAseq;proteomic;proteomics,[],[],{}
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,PMC10058394,,,GLDS-375;OSD-375,ISS;Shuttle;SpaceX-14,Arabidopsis thaliana,Proteomic;RNA-Seq;RNA-seq;RNAseq;Transcriptomic;microarray;proteomic;transcriptomic;transcriptomics,[],[],{}
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,PMC4103452,,2025,,,Arabidopsis thaliana,y,[],[],{}
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,PMC8024390,,2016,,,Arabidopsis thaliana,,[],[],{}
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,PMC6348315,,,,ISS;SpaceX05;shuttle,Arabidopsis thaliana,RNAseq;Transcriptomic;microarray;transcriptomic;y,[],[],{}
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,PMC6359015,,2002,,ISS;SpaceX-3,Arabidopsis  thaliana;Arabidopsis thaliana;Saccharomyces cerevisiae,Microarray;Proteomic;microarray;proteomic;transcriptomics,[],[],{}
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,PMC7667275,,2020,,BION-M1;ISS;RR14267;RR3309,;Drosophila;Mice;Mouse;mice;mouse;s,Proteomic,[],[],{}
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,PMC7756144,,2020,GLDS-336,ISS;RR13747;RR14311;RR14864;rr29;shuttle,;Mice;Mouse;mice;mouse;s,transcriptomics,[],[],{}
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,PMC8169688,,,GLDS-211,BION-M1;ISS;RR14267;RR14754,Mice;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;RNAseq;Transcriptomic;transcriptomic;transcriptomics;y,[],[],{}
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,PMC8475764,,2021,,ISS,Arabidopsis Thaliana;Arabidopsis thaliana,RNA-Seq;RNA-seq;RNASeq;RNAseq;proteomic;transcriptomic;y,[],[],{}
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,PMC9098553,,2003,GLDS-476,ISS,Arabidopsis thaliana;arabidopsis thaliana,RNA-Seq;RNA-seq;RNASeq;Transcriptomic;Transcriptomics;proteomic;transcriptomic,[],[],{}
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,PMC10503492,,2022,,,Drosophila,Proteomics,[],[],{}
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,PMC9693084,,,,ISS,Arabidopsis thaliana,RNA-seq;RNASeq;RNAseq;transcriptomic;transcriptomics,[],[],{}
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,PMC3792163,,2013,,,Mouse,,[],[],{}
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,PMC4430214,,2015,,RR3309;Shuttle;shuttle,;Mice;Mouse;Saccharomyces cerevisiae;mice;mouse;s,,[],[],{}
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,PMC5045078,,2016,,RR0832;RR13887;rr3490;rr3493;shuttle,;mice;mouse,,[],[],{}
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,PMC5443495,,2017,GLDS-108;GLDS-25,ISS;Shuttle;shuttle,;Mice;mice;mouse;s,Metabolomic;Metabolomics;Microarray;Transcriptomics;metabolomic;metabolomics;microarray;transcriptomics;y,[],[],{}
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,PMC5666744,,,GLDS-108;GLDS-25,Bion-M1;RR3309;Shuttle,;Mice;Mouse;mice;mouse;s,Metabolomics;Microarray;Proteomics;Transcriptomics;metabolomic;metabolomics;microarray;proteomics;transcriptomic;transcriptomics;y,[],[],{}
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,PMC5865701,,2018,,RR0763;RR13337;RR13792;RR13804;RR14067;RR14311;RR2637;RR3323;RR3431,;Drosophila;Mice;mice;mouse;s,Transcriptomic;proteomic;transcriptomic;y,[],[],{}
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,PMC6337482,,2001,,RR13484;Shuttle;shuttle,;Mice;Mouse;mice;mouse;s,Proteomic;Proteomics;proteomic;proteomics,[],[],{}
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,PMC9953463,,,,ISS;RR-12;Rodent Research,;Drosophila;Mice;Mouse;drosophila;mice;mouse,RNA-Seq;Transcriptomic;transcriptomic;transcriptomics,[],[],{}
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,PMC10487739,,2023,,ISS;RR-18;RR13347;RR15092;RR2946,;Drosophila;Mice;Mouse;mice;mouse;s,Proteomic;metabolomic;transcriptomic;transcriptomics,[],[],{}
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,PMC11942576,,2024,,,Arabidopsis thaliana,RNA-Seq,[],[],{}
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,PMC4052902,,2014,,,Arabidopsis thaliana,microarray,[],[],{}
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,PMC8539686,,,,ISS,Arabidopsis Thaliana;Arabidopsis thaliana;arabidopsis thaliana,RNA-seq;RNAseq;microarray;proteomic;transcriptomic;transcriptomics,[],[],{}
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,PMC10800490,,2023,OSD-223;OSD-437,ISS,Arabidopsis thaliana,RNA-Seq;RNA-seq;RNAseq;proteomic;transcriptomic;transcriptomics,[],[],{}
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,PMC7756143,,2020,GLDS-168;GLDS-235;GLDS-236;GLDS-47;GLDS-48;GLDS-49,ISS;RR-1;RR-3;RR1;Rodent Research,;Mice;Mouse;mice;mouse,Proteomic;RNA-seq;RNAseq;Transcriptomic;Transcriptomics;proteomic;transcriptomic,[],[],{}
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,PMC3066201,,2011,,Shuttle,;s;zebrafish,,[],[],{}
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,PMC11324864,,2024,,ISS;shuttle,mice;mouse,RNA-seq;metabolomics;microarray;transcriptomic;transcriptomics,[],[],{}
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,PMC3665236,,2013,,,,,[],[],{}
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,PMC10470837,,2023,,ISS,,microarray,[],[],{}
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,PMC10386755,,,,,Arabidopsis thaliana;Drosophila;Saccharomyces cerevisiae,Metabolomics;Proteomics;Transcriptomic;metabolomic;proteomic,[],[],{}
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,PMC8896891,,,,,,y,[],[],{}
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,PMC8430797,,2021,GLDS-103;GLDS-104;GLDS-113;GLDS-21;GLDS-3;GLDS-370;GLDS-99,Bion M1;ISS;RR-1;RR1;RR2289;Rodent Research,;Drosophila;Mice;Mouse;Mus musculus;Rattus norvegicus;mice;mouse;s;zebrafish,Microarray;Proteomic;RNA-Seq;RNA-seq;RNAseq;Transcriptomic;microarray;proteomics;transcriptomic;transcriptomics,[],[],{}
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/,PMC5460135,,2017,,,;s,Metabolomics;Microarray;RNA-seq;metabolomic;metabolomics,[],[],{}
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/,PMC10774393,,,OSD-145;OSD-500,ISS;Shuttle;shuttle,mouse,Metabolomics;Proteomics;RNA-Seq;RNASeq;metabolomic;metabolomics;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,PMC6126739,,2018,,,,,[],[],{}
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/,PMC4411111,,2015,,,Arabidopsis thaliana;Drosophila;Mouse,RNA-seq;RNAseq;y,[],[],{}
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,PMC6126739,,2018,,,,,[],[],{}
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/,PMC9445043,,2022,,ISS;SpaceX-22,Arabidopsis thaliana;Drosophila,y,[],[],{}
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/,PMC3509447,,,,shuttle,;Rattus norvegicus;mice;mouse;s,,[],[],{}
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/,PMC5600826,,2017,,,,,[],[],{}
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,PMC10831389,,2023,,ISS,;mice;mouse;s,y,[],[],{}
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,PMC10831389,,2023,,ISS,;mice;mouse;s,y,[],[],{}
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/,PMC4507784,,2015,,,Arabidopsis thaliana,microarray;y,[],[],{}
